state,obs,raw_obs,action,episode,agent_idx
"Players: ((5, 2) facing (-1, 0) holding tomato@(5, 2), (3, 1) facing (1, 0) holding onion@(3, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 10",[0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  1. -2. -2.  0.  0.  4.  2.  0.  0.  0.  0.
 -1.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -2.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -2.  0.  1.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  4. -1. -3.  3.  0.  0.  0.  0.  1.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -1.  1.  1.  0.  0.  0.  0.  0.  0.  3. -1.  1.  0.
  1.  0. -2. -1.  5.  2.]",5,0,1
"Players: ((5, 2) facing (-1, 0) holding tomato@(5, 2), (3, 1) facing (1, 0) holding None), Objects: [onion@(4, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 11",[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  0. -1.  4. -1. -3.  3.  0.  0.  0.  0.
  1.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  3. -1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.
 -2. -2.  0.  0.  4.  2.  0.  0.  0.  0. -1.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -2.  1.  1.  0.  0.  0.  0.  0.  0. -3. -2.  0.  1.
  0.  1.  2.  1.  3.  1.]",5,0,0
"Players: ((5, 2) facing (-1, 0) holding None, (3, 1) facing (1, 0) holding None), Objects: [onion@(4, 1), tomato@(4, 2)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 12",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  0. -2. -2.  2. -2.  4.  2.  0.  0.  0.  0.
 -1.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -2.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -2.  0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0. -1.  4. -1. -3.  3.  0.  0.  0.  0.  1.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -1.  1.  1.  0.  0.  0.  0.  0.  0.  3. -1.  1.  0.
  1.  0. -2. -1.  5.  2.]",1,0,1
"Players: ((5, 2) facing (-1, 0) holding None, (3, 2) facing (0, 1) holding None), Objects: [onion@(4, 1), tomato@(4, 2)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 13",[0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],"[ 0.  1.  0.  0.  0.  0.  0.  0.  0. -2.  4. -2. -3.  2.  0.  0.  0.  0.
  1.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.
  0.  0.  0.  0.  3. -2.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 -2. -2.  2. -2.  4.  2.  0.  0.  0.  0. -1.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -2.  1.  1.  0.  0.  0.  0.  0.  0. -3. -2.  0.  1.
  0.  1.  2.  0.  3.  2.]",0,0,0
"Players: ((5, 1) facing (0, -1) holding None, (3, 2) facing (0, 1) holding None), Objects: [onion@(4, 1), tomato@(4, 2)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 14",[0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],"[ 1.  0.  0.  0.  0.  0.  0.  0. -2. -1.  2. -1.  4.  3.  0.  0.  0.  0.
 -1.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.
  0. -2.  4. -2. -3.  2.  0.  0.  0.  0.  1.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.  0.  0.  0.  0.  3. -2.  0.  1.
  1.  0. -2.  1.  5.  1.]",2,0,1
"Players: ((5, 1) facing (0, -1) holding None, (3, 2) facing (1, 0) holding None), Objects: [onion@(4, 1), tomato@(4, 2)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 15",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  0. -2.  4. -2. -3.  2.  0.  0.  0.  0.
  1.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.
  0.  0.  0.  0.  3. -2.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
 -2. -1.  2. -1.  4.  3.  0.  0.  0.  0. -1.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.  0.  0.  0.  0. -3. -1.  1.  0.
  0.  1.  2. -1.  3.  2.]",3,0,0
"Players: ((5, 1) facing (-1, 0) holding None, (3, 2) facing (1, 0) holding None), Objects: [onion@(4, 1), tomato@(4, 2)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 16",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  0. -2. -1.  2. -1.  4.  3.  0.  0.  0.  0.
 -1.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -1.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0. -2.  4. -2. -3.  2.  0.  0.  0.  0.  1.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.  0.  0.  0.  0.  3. -2.  0.  1.
  1.  0. -2.  1.  5.  1.]",5,0,1
"Players: ((5, 1) facing (-1, 0) holding None, (3, 2) facing (1, 0) holding tomato@(3, 2)), Objects: [onion@(4, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 17",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0.],"[ 0.  0.  1.  0.  0.  0.  0.  1.  0. -2.  0.  0. -3.  2.  0.  0.  0.  0.
  1.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.
  0.  0.  0.  0.  3. -2.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 -2. -1.  2. -1.  4.  3.  0.  0.  0.  0. -1.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.  0.  0.  0.  0. -3. -1.  1.  0.
  0.  1.  2. -1.  3.  2.]",5,0,0
"Players: ((5, 1) facing (-1, 0) holding onion@(5, 1), (3, 2) facing (1, 0) holding tomato@(3, 2)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 18",[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  2. -1.  4.  3.  0.  0.  0.  0.
 -1.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -1.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.
  0. -2.  0.  0. -3.  2.  0.  0.  0.  0.  1.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -2.  1.  1.  0.  0.  0.  0.  0.  0.  3. -2.  0.  1.
  1.  0. -2.  1.  5.  1.]",3,0,1
"Players: ((5, 1) facing (-1, 0) holding onion@(5, 1), (2, 2) facing (-1, 0) holding tomato@(2, 2)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 19",[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  1.  1. -2.  0.  0. -2.  2.  0.  0.  0.  0.
  2.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -2.  1.  1.  0.  0.
  0.  0.  0.  0.  4. -2.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  2. -1.  4.  3.  0.  0.  0.  0. -1.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -1.  1.  1.  0.  0.  0.  0.  0.  0. -3. -1.  1.  0.
  0.  1.  3. -1.  2.  2.]",2,0,0
"Players: ((6, 1) facing (1, 0) holding onion@(6, 1), (2, 2) facing (-1, 0) holding tomato@(2, 2)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 20",[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1. -1.  3.  3.  0.  0.  0.  0.
 -2.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0. -4. -1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.
  1. -2.  0.  0. -2.  2.  0.  0.  0.  0.  2.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -2.  1.  1.  0.  0.  0.  0.  0.  0.  4. -2.  0.  1.
  0.  0. -4.  1.  6.  1.]",0,0,1
"Players: ((6, 1) facing (1, 0) holding onion@(6, 1), (2, 1) facing (0, -1) holding tomato@(2, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 21",[0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],"[ 1.  0.  0.  0.  0.  0.  0.  1.  1. -1.  0.  0. -2.  3.  0.  0.  0.  0.
  2.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  4. -1.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  1. -1.  3.  3.  0.  0.  0.  0. -2.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0. -4. -1.  1.  0.
  0.  0.  4.  0.  2.  1.]",0,0,0
"Players: ((6, 1) facing (0, -1) holding onion@(6, 1), (2, 1) facing (0, -1) holding tomato@(2, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 22",[1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1. -1.  3.  3.  0.  0.  0.  0.
 -2.  4.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0. -4. -1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  1. -1.  0.  0. -2.  3.  0.  0.  0.  0.  2.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  4. -1.  1.  0.
  0.  0. -4.  0.  6.  1.]",5,0,1
"Players: ((6, 1) facing (0, -1) holding onion@(6, 1), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[tomato@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 23",[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0.  1. -1.  5. -1. -2.  3.  0.  0.  0.  0.
  2.  4.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  4. -1.  1.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  1. -1.  3.  3.  0.  0.  0.  0. -2.  4.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  1.  0. -4. -1.  1.  0.
  0.  0.  4.  0.  2.  1.]",5,0,0
