state,obs,raw_obs,action,episode,agent_idx
"Players: ((1, 1) facing (1, 0) holding onion@(1, 1), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 10",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1.  0.  1.  1.]",2,0,1
"Players: ((1, 1) facing (1, 0) holding onion@(1, 1), (3, 1) facing (1, 0) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 11",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0. -2.  2.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  2.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((2, 1) facing (1, 0) holding onion@(2, 1), (3, 1) facing (1, 0) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 12",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  1.  0.  2.  1.]",5,0,1
"Players: ((2, 1) facing (1, 0) holding onion@(2, 1), (3, 1) facing (1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 13",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0. -1.  0.  3.  1.]",0,0,0
"Players: ((2, 1) facing (0, -1) holding onion@(2, 1), (3, 1) facing (1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 14",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  1.  0.  2.  1.]",3,0,1
"Players: ((2, 1) facing (0, -1) holding onion@(2, 1), (3, 1) facing (-1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 15",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0. -1.  0.  3.  1.]",5,0,0
"Players: ((2, 1) facing (0, -1) holding None, (3, 1) facing (-1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 16",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0. -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  1.  0.  2.  1.]",4,0,1
"Players: ((2, 1) facing (0, -1) holding None, (3, 1) facing (-1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 17",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0. -1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0. -1.  0.  3.  1.]",3,0,0
"Players: ((1, 1) facing (-1, 0) holding None, (3, 1) facing (-1, 0) holding onion@(3, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 18",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  2.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  2.  0.  1.  1.]",3,0,1
"Players: ((1, 1) facing (-1, 0) holding None, (2, 1) facing (-1, 0) holding onion@(2, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 19",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  2.  0.  0.  0.  0.  2.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  1. -1.  0.  2.  1.]",1,0,0
"Players: ((1, 2) facing (0, 1) holding None, (2, 1) facing (-1, 0) holding onion@(2, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 20",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  1.  0.  0.  0.  0.  0.  0. -1. -1.  0.  0.  0.  1.  0.  0.  0.  0.
  2.  1.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1. -2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1. -1.  1.  2.]",0,0,1
"Players: ((1, 2) facing (0, 1) holding None, (2, 1) facing (0, -1) holding onion@(2, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 21",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
 -1. -1.  0.  0.  0.  1.  0.  0.  0.  0.  2.  1.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1. -2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  1. -1.  1.  2.  1.]",5,0,0
"Players: ((1, 2) facing (0, 1) holding dish@(1, 2), (2, 1) facing (0, -1) holding onion@(2, 1)), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 22",[1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],"[ 0.  1.  0.  0.  0.  0.  1.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  2.  1.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1. -2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1. -1.  1.  2.]",5,0,1
"Players: ((1, 2) facing (0, 1) holding dish@(1, 2), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 23",[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0. -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  1.  0.  0.  3.  0.  0.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
 -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  0.  1.  0.  1.  0.
  0.  3.  0.  0.  1. -2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  1. -1.  1.  2.  1.]",0,0,0
"Players: ((1, 1) facing (0, -1) holding dish@(1, 1), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 24",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  0.  1.  0.  0.  3.  0.  0.  1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  1.  0.
  0.  3.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1.  0.  1.  1.]",5,0,1
"Players: ((1, 1) facing (0, -1) holding dish@(1, 1), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	1], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 25",[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0. -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  1.  1.  0.  3.  0. 19.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 19.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  1. -1.  0.  2.  1.]",4,0,0
"Players: ((1, 1) facing (0, -1) holding dish@(1, 1), (2, 1) facing (0, -1) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	2], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 26",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  0.  1.  1.  0.  3.  0. 18.  1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  0. -1.  2.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 18.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1.  0.  1.  1.]",2,0,1
"Players: ((1, 1) facing (0, -1) holding dish@(1, 1), (3, 1) facing (1, 0) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	3], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 27",[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0. -2.  2.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  1.  0.  3.  0. 17. -1. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 17.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((2, 1) facing (1, 0) holding dish@(2, 1), (3, 1) facing (1, 0) holding None), Objects: [soup@(2, 0)
Ingredients:	[onion@(2, 0), onion@(2, 0), onion@(2, 0)]
Cooking Tick:	4], Bonus orders: [] All orders: [('onion', 'onion', 'onion')] Timestep: 28",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  0.  0.  1.  0. -2.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  0.  1.  1.  0.  3.  0. 16.  0. -1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 16. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  1.  0.  2.  1.]",5,0,1
