state,obs,raw_obs,action,episode,agent_idx
"Players: ((4, 4) facing (-1, 0) holding None, (2, 1) facing (-1, 0) holding onion@(2, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 10",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  2.  0.  0.  5.  0.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -3. -4.  1.  1.  0.  0.
  0.  0.  0.  0.  4. -4.  1.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  7.  3.  0.  0.  0.  0.  4.  5.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -1. -1.  1.  1.  0.  0.  0.  0.  0.  0.  6. -1.  1.  0.
  0.  0. -2. -3.  4.  4.]",3,0,1
"Players: ((4, 4) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 11",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  8.  3.  0.  0.  0.  0.
  5.  5.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  7. -1.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  2.  0.  0.  5.  0.  0.  0.  0.  0.  2.  2.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -3. -4.  1.  1.  0.  0.  0.  0.  0.  0.  4. -4.  1.  1.
  0.  0.  3.  3.  1.  1.]",3,0,0
"Players: ((3, 4) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 12",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  2.  0.  0.  6.  0.  0.  0.  0.  0.
  3.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -2. -4.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -4.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  8.  3.  0.  0.  0.  0.  5.  5.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  7. -1.  1.  0.
  0.  1. -2. -3.  3.  4.]",0,0,1
"Players: ((3, 4) facing (-1, 0) holding None, (1, 1) facing (0, -1) holding onion@(1, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 13",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  8.  3.  0.  0.  0.  0.
  5.  5.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  7. -1.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  2.  0.  0.  6.  0.  0.  0.  0.  0.  3.  2.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0. -2. -4.  1.  1.  0.  0.  0.  0.  0.  0.  5. -4.  0.  0.
  0.  0.  2.  3.  1.  1.]",1,0,0
"Players: ((3, 5) facing (0, 1) holding None, (1, 1) facing (0, -1) holding onion@(1, 1)), Objects: [], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 14",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  6. -1.  0.  0.  0.  0.
  3.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -2. -5.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -5.  0.  1.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  8.  3.  0.  0.  0.  0.  5.  5.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  7. -1.  1.  0.
  0.  1. -2. -4.  3.  5.]",5,0,1
"Players: ((3, 5) facing (0, 1) holding None, (1, 1) facing (0, -1) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 15",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0.  2. -1.  0.  0.  8.  3.  0.  0.  0.  0.
  5.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  7. -1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  6. -1.  0.  0.  0.  0.  3.  1.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -5.  1.  1.  0.  0.  0.  0.  0.  0.  5. -5.  0.  1.
  1.  0.  2.  4.  1.  1.]",5,0,0
"Players: ((3, 5) facing (0, 1) holding onion@(3, 5), (1, 1) facing (0, -1) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 16",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  6. -1.  0.  0.  0.  0.
  3.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -5.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -5.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  2. -1.  0.  0.  8.  3.  0.  0.  0.  0.  5.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0. -1.  1.  1.  0.  0.  0.  0.  0.  0.  7. -1.  1.  0.
  0.  1. -2. -4.  3.  5.]",2,0,1
"Players: ((3, 5) facing (0, 1) holding onion@(3, 5), (2, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 17",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  7.  3.  0.  0.  0.  0.
  4.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -1. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  6. -1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  6. -1.  0.  0.  0.  0.  3.  1.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -5.  1.  1.  0.  0.  0.  0.  0.  0.  5. -5.  0.  1.
  1.  0.  1.  4.  2.  1.]",0,0,0
"Players: ((3, 4) facing (0, -1) holding onion@(3, 4), (2, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 18",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  6.  0.  0.  0.  0.  0.
  3.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -4.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -4.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  1. -1.  0.  0.  7.  3.  0.  0.  0.  0.  4.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -1. -1.  1.  1.  0.  0.  0.  0.  0.  0.  6. -1.  1.  0.
  0.  0. -1. -3.  3.  4.]",2,0,1
"Players: ((3, 4) facing (0, -1) holding onion@(3, 4), (3, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 19",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.
  3.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -1.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  6.  0.  0.  0.  0.  0.  3.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -4.  1.  1.  0.  0.  0.  0.  0.  0.  5. -4.  0.  0.
  0.  0.  0.  3.  3.  1.]",2,0,0
"Players: ((4, 4) facing (1, 0) holding onion@(4, 4), (3, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 20",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  5.  0.  0.  0.  0.  0.
  2.  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -3. -4.  1.  1.  0.  0.
  0.  0.  0.  0.  4. -4.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.  3.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.  0.  0.  0.  0.  5. -1.  1.  0.
  1.  0. -1. -3.  4.  4.]",0,0,1
"Players: ((4, 4) facing (1, 0) holding onion@(4, 4), (3, 1) facing (0, -1) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 21",[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.
  3.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  5.  0.  0.  0.  0.  0.  2.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -3. -4.  1.  1.  0.  0.  0.  0.  0.  0.  4. -4.  1.  1.
  0.  0.  1.  3.  3.  1.]",2,0,0
"Players: ((5, 4) facing (1, 0) holding onion@(5, 4), (3, 1) facing (0, -1) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 22",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  4.  0.  0.  0.  0.  0.
  1.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  3. -4.  1.  0.  0.  0.
  0.  1.  0.  0. -4. -4.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.  3.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.  0.  0.  0.  0.  5. -1.  1.  0.
  1.  0. -2. -3.  5.  4.]",5,0,1
"Players: ((5, 4) facing (1, 0) holding onion@(5, 4), (3, 1) facing (0, -1) holding onion@(3, 1)), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 23",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  6.  3.  0.  0.  0.  0.
  3.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  4.  0.  0.  0.  0.  0.  1.  2.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  3. -4.  1.  0.  0.  0.  0.  1.  0.  0. -4. -4.  0.  0.
  0.  0.  2.  3.  3.  1.]",2,0,0
"Players: ((6, 4) facing (1, 0) holding onion@(6, 4), (3, 1) facing (0, -1) holding onion@(3, 1)), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 24",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  2. -4.  1.  0.  0.  0.
  0.  1.  0.  0. -5. -4.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  6.  3.  0.  0.  0.  0.  3.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.  0.  0.  0.  0.  5. -1.  1.  0.
  1.  0. -3. -3.  6.  4.]",2,0,1
"Players: ((6, 4) facing (1, 0) holding onion@(6, 4), (3, 1) facing (1, 0) holding onion@(3, 1)), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 25",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  6.  3.  0.  0.  0.  0.
  3.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  2. -4.  1.  0.  0.  0.  0.  1.  0.  0. -5. -4.  0.  0.
  0.  0.  3.  3.  3.  1.]",2,0,0
"Players: ((7, 4) facing (1, 0) holding onion@(7, 4), (3, 1) facing (1, 0) holding onion@(3, 1)), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 26",[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.
 -1.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1. -4.  1.  0.  0.  0.
  0.  1.  0.  0. -6. -4.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  6.  3.  0.  0.  0.  0.  3.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.  0.  0.  0.  0.  5. -1.  1.  0.
  1.  0. -4. -3.  7.  4.]",5,0,1
"Players: ((7, 4) facing (1, 0) holding onion@(7, 4), (3, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1, onion@(4, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 27",[1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1.],"[ 0.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.
  3.  5.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.
  0.  0.  0.  0.  5. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  0.  0.  0.  0. -1.  2.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1. -4.  1.  0.  0.  0.  0.  1.  0.  0. -6. -4.  0.  0.
  0.  0.  4.  3.  3.  1.]",2,0,0
"Players: ((8, 4) facing (1, 0) holding onion@(8, 4), (3, 1) facing (1, 0) holding None), Objects: [soup@(1, 0)
Ingredients:	[onion@(1, 0)]
Cooking Tick:	-1, onion@(4, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 28",[0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1.],"[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
 -2.  2.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -4.  1.  0.  0.  0.
  0.  1.  0.  0. -7. -4.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0. -1.  0.  0.  6.  3.  0.  0.  0.  0.  3.  5.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0. -2. -1.  1.  1.  0.  0.  0.  0.  0.  0.  5. -1.  1.  0.
  1.  0. -5. -3.  8.  4.]",0,0,1
